student_id,cluster_id,skill_count,interest_count,domain_count,project_count,project_technology_count,hackathons_participated,hackathons_won,github_repos,github_commits,github_stars,github_followers,profile_completion
31923181-f583-4704-8bd5-7071757bb7b2,2,9,5,3,1,5,0,0,34,544,37,32,76.0
dcb6a76d-24ae-4ddd-b286-849f0bc7b932,2,7,3,3,0,0,1,0,29,464,8,24,75.0
fd53b824-68d3-4bf7-b335-9690414454ca,3,10,5,4,1,4,2,0,10,220,23,31,79.0
15d763c8-c667-47dc-b0e4-4b655fcbea47,3,7,3,3,0,0,0,0,0,0,0,0,79.0
dff336e8-f014-4b2f-8fc6-e0d658b2c6ee,2,10,3,2,0,0,0,0,16,416,40,3,81.0
5c9edf70-b59e-4883-a7bb-83d28eedbee5,1,8,4,4,1,3,4,1,6,84,22,20,98.0
017a104d-03fa-4f29-9982-6dda6a7f45c0,3,7,3,2,0,0,0,0,13,351,19,9,80.0
f2eaf3e8-b75a-47bc-9b11-9b7cd993df87,3,10,5,4,0,0,1,1,0,0,0,0,69.0
76a0650f-3ab3-46ef-a7bd-0757f8840278,2,5,4,4,0,0,0,0,30,630,24,25,77.0
0664ac18-e4b1-4687-a748-cf62f7e567f9,2,10,4,2,1,5,0,0,27,513,35,33,94.0
67a16551-d041-4a02-a244-08dfd022fb0c,3,6,4,2,1,5,1,0,4,72,10,39,72.0
bd82c70c-8fc0-4f72-a2ed-52a22a50ea58,1,8,3,2,0,0,2,1,26,338,34,39,94.0
fba696b3-c8c2-4675-ba02-4061a30aef16,3,7,5,4,0,0,0,0,11,110,30,24,90.0
4bf3230d-f348-44df-8f97-f2f8545feb5b,3,10,3,2,0,0,4,0,5,130,37,5,71.0
2af7712b-5192-4039-b527-b1a51858eda8,3,10,4,4,0,0,0,0,3,78,13,47,98.0
1ec54584-53e9-4aeb-849b-1ecb628f6920,2,11,5,2,0,0,5,0,21,567,46,4,78.0
fa9c63b6-6671-44c4-a83a-564068563133,2,6,5,4,0,0,0,0,28,616,44,39,91.0
69f3a439-decd-43f9-bbdd-a6d89724db17,3,7,4,3,1,4,0,0,0,0,0,0,69.0
0b5106f1-f666-4035-8004-d8f2e00a6a1d,2,8,5,4,2,9,3,0,34,918,43,36,83.0
d0b145e9-d7e7-4c2c-8a38-d3590f04765d,3,9,4,4,1,3,1,0,10,200,10,3,78.0
cba3356f-8ea7-4b80-afcb-bdb783165508,3,6,4,2,1,2,3,0,7,189,13,20,69.0
6784c2a4-5419-4346-bd1e-8ddef76ea579,2,6,4,3,0,0,5,0,19,551,32,31,73.0
3ee193d8-7126-4f80-b986-fd42c72759c2,3,10,3,3,1,3,1,0,15,150,15,53,82.0
d0eb8a5d-6237-4eec-a4e0-158099cc2659,2,7,3,2,1,2,3,0,35,455,33,44,98.0
b94dbd3e-01cf-41d6-986f-f35a63a849a8,2,7,3,3,0,0,4,0,30,750,43,17,96.0
e20b63aa-1094-46b0-89e8-7e6311e5962c,2,6,4,4,1,3,1,0,29,319,17,57,94.0
49c9b4ca-d134-4461-a277-992b4d6ed843,2,7,3,4,0,0,1,0,18,468,45,51,95.0
1b0eb8d9-5d90-4feb-85f8-57e9bb66294b,2,7,4,2,1,3,0,0,30,870,16,11,98.0
a229e7eb-4cc4-4904-bc99-f96417bb5bf0,3,10,3,3,1,4,2,0,0,0,0,0,72.0
67a7cfcd-2ec3-4d77-a65d-e632b87f5456,1,7,4,4,0,0,3,1,11,297,2,39,76.0
16e1d5c0-c928-45c9-9206-d483c8771a33,3,7,4,3,1,3,5,0,6,102,11,4,76.0
b7e2ecbc-d330-413a-92ac-d3f85a79ef85,3,10,4,3,1,3,4,0,0,0,0,0,89.0
1044be72-5821-47e7-92b6-0796d7cba486,2,6,5,4,1,4,3,0,28,336,1,56,73.0
ebd67270-7b36-40e2-ba76-ffe10b3142c3,2,8,4,3,0,0,0,0,26,754,11,29,70.0
14f94e94-7722-4ae8-8b7e-be63c79c6533,2,10,3,2,0,0,1,0,35,455,32,29,71.0
84b11712-b999-4294-9216-31439dee842d,3,6,4,4,0,0,0,0,8,232,16,57,81.0
41548c0f-f749-405b-8baa-0d455112ae92,2,8,3,2,1,5,0,0,32,448,30,29,71.0
c0d7e26a-5ff2-486e-9549-731319f1a415,1,9,5,4,0,0,3,2,34,578,45,5,68.0
408c11bf-3b81-445f-b34d-5dc8d82d98a6,1,6,3,2,1,4,3,2,26,650,10,41,77.0
72784713-9bf5-4872-b81e-90d330240b55,2,9,4,2,0,0,0,0,24,552,7,41,71.0
2eb80ac5-5cde-49bd-92de-1cea1c48bc1e,2,8,5,4,0,0,0,0,26,390,46,20,92.0
ae7ebec1-fd6e-42b9-8252-7ca6592ae554,2,5,4,2,1,3,0,0,29,667,29,56,93.0
8232d63e-d487-4977-bd32-327717e11fb0,1,7,5,4,0,0,5,1,3,54,33,41,90.0
387913f7-3bc9-49cb-8fe2-9330745c9851,3,11,5,4,1,4,0,0,0,0,0,0,88.0
937d18e2-38a4-4b49-a93a-047fab3db10e,0,6,4,4,2,9,0,0,31,372,23,45,80.0
9c588639-a077-4e52-b96e-abc5b46ed667,2,9,3,4,1,5,0,0,21,231,33,11,79.0
e08544ce-9fea-4ed5-926b-df8a4054cef4,2,8,4,3,1,4,4,0,23,276,39,44,80.0
11ae27ca-bf45-46bd-9607-4def4f4b9847,1,9,5,3,1,3,5,1,34,340,21,29,81.0
5bb79aa1-96a0-4574-ab8a-8a44cc9b7d84,2,10,3,2,1,3,3,0,18,450,32,50,80.0
e12d2d84-0277-4bcb-84ff-63450e3cc004,3,8,5,3,1,3,5,0,0,0,0,0,82.0
fe99f611-2c6c-4443-b5ca-7a9efb2bbdf1,2,10,5,4,0,0,3,0,24,720,16,50,76.0
b3b6351b-3567-4776-9e69-58952ccbd617,2,11,3,4,0,0,0,0,27,783,22,26,94.0
d98f74bd-f178-4c27-b181-e77e0b0e657d,2,6,5,2,1,4,3,0,34,510,35,14,89.0
6f77d6a3-8da9-4180-a762-e5768bd04a12,3,8,4,4,0,0,1,0,5,85,3,19,85.0
f0ae74dd-8a44-49f8-b614-11c3abb9efb5,2,5,4,2,0,0,0,0,24,432,15,8,75.0
b33c7dd8-cc1e-4f75-abd7-db482c0308b4,0,10,3,2,2,8,2,0,15,195,6,2,90.0
4a4c9e97-9845-42a6-98b8-c94aad38f9e6,2,8,5,3,0,0,0,0,24,456,23,2,86.0
286ddc0f-e370-4a6a-b71d-eafbac97a95f,3,7,4,4,0,0,2,0,5,125,14,60,88.0
43965359-ca1d-45cf-91a8-d082153130f9,0,10,3,2,2,6,0,0,19,247,1,55,80.0
eea395fd-93bf-4317-b6e5-0916f9cab3b2,3,7,3,2,1,4,1,0,6,180,50,19,95.0
d650a5ef-4b67-4938-b860-7cdad70abcaa,3,6,4,4,0,0,3,0,15,360,15,27,77.0
5061b396-fa5f-47ae-a0ae-f1592c9af4bc,2,6,3,3,1,4,0,0,19,570,4,24,77.0
6e3fd000-3350-4764-982f-563f6caa0a70,2,5,3,3,2,7,1,0,32,768,21,52,78.0
c1177040-dce4-4597-81dd-d97175e6d848,3,7,4,3,0,0,0,0,5,70,9,23,88.0
fd0feb1e-8702-4e30-9a7d-f1a6152889b2,3,8,3,2,0,0,0,0,7,154,18,15,77.0
7414c738-2eef-4913-994b-6afa09ab6f6b,2,8,4,2,0,0,4,0,35,840,17,14,72.0
8995f629-3c40-4be3-af08-55a1ef05567b,2,9,4,2,0,0,0,0,30,720,24,60,90.0
aaf15e54-2ea9-4302-9eb0-49002b6784b3,2,11,5,3,0,0,4,0,32,704,21,49,95.0
10bc86f8-4c4f-44c5-ac1f-8300667bcd91,2,11,3,2,0,0,0,0,28,420,4,44,89.0
7e0352df-50b1-49a4-85bc-9954988090f0,3,6,5,2,0,0,1,0,4,92,1,2,94.0
5fbb6942-6c35-4a1b-ad7e-c04350c2a97c,3,6,5,2,0,0,2,0,0,0,0,0,88.0
eceb9a38-a02e-488b-8056-dfe93cb6e122,2,10,5,2,0,0,3,0,23,575,4,23,87.0
bcbb259f-658e-4461-8c3d-c07b29aa5e23,3,10,3,3,1,3,0,0,5,130,50,28,92.0
91c33b06-c698-49f7-b17c-be3d4a8a4efe,2,10,4,2,0,0,0,0,16,272,32,7,91.0
62e37ce6-ceca-4f3a-aa3a-b3f14c0ccdde,3,9,4,3,0,0,4,0,8,152,38,36,85.0
6da5d977-9417-4177-8d85-9d17ec4d57b1,1,9,3,4,0,0,3,1,7,161,2,60,80.0
0ccf56e5-46bd-47b3-b230-cc2db88dabf9,1,10,3,4,1,5,3,2,8,208,12,58,73.0
6c14e06c-348f-4870-8099-0da821e87a20,3,8,5,2,1,5,0,0,14,196,12,33,84.0
3121dc95-f26c-4d0e-822b-4b9f324d2bb8,3,10,3,2,0,0,1,1,9,90,3,19,89.0
7c59a687-5d33-4f1e-b160-4b4af927664b,2,10,4,3,1,4,1,1,33,858,26,44,68.0
5a5e88c1-5f2d-4dda-bf2b-57bab8f82575,3,7,5,2,0,0,5,0,8,152,43,37,73.0
9bd2188b-b88c-4911-b3b0-168e9e3e1ab3,2,6,4,2,0,0,0,0,34,408,50,46,95.0
6604b8b7-f568-4fb9-a52b-767a49585bc8,2,10,4,4,0,0,0,0,15,330,27,22,93.0
6c984ec2-ddc4-4ca1-8e04-8fe558b7446a,2,9,3,4,0,0,0,0,33,990,13,33,90.0
79ace0f3-d328-4e54-99d8-c5fdd11aa452,1,11,5,4,1,4,4,1,16,256,47,14,79.0
30591ae9-51a7-49ff-915a-2774d3908f84,0,11,3,2,2,8,0,0,10,250,41,44,75.0
25f8a3d3-8ede-4e0d-bda4-823968c1f78a,3,6,3,4,1,2,0,0,0,0,0,0,82.0
09e66042-dbeb-44f2-87d2-6575477a1ea9,1,8,5,3,0,0,4,1,35,560,44,8,75.0
538469bd-76bb-4282-8098-c3a4b49df851,2,10,5,3,0,0,1,0,15,315,36,44,87.0
c7e4375f-a8fd-4865-8103-37abae37a3a5,2,10,4,2,1,3,4,0,21,567,17,40,96.0
eaaf1148-a323-40bb-9ae9-592ace11a073,2,10,3,4,0,0,3,0,25,600,32,20,98.0
348841ad-ba6a-47d4-b330-96d68c5c0b3f,3,7,3,4,1,5,0,0,3,69,44,36,75.0
359cd95a-3ba1-415a-89c5-e2d4d3e11945,2,7,4,3,1,3,1,0,34,374,22,2,78.0
0f60b7fb-bc7e-48e4-95b5-f5b0a7f7bc31,1,7,3,4,0,0,2,1,14,378,17,8,89.0
afc2bd90-04a1-4a8a-82b7-e1582e9a16d8,2,10,5,3,1,4,0,0,35,350,49,45,69.0
1bf2ac9a-4858-4f47-8632-78375ffd5317,2,7,4,4,0,0,0,0,35,1015,11,14,88.0
7b1118d2-ff79-4404-acfb-d497a98b3256,3,6,4,2,0,0,3,0,6,114,7,19,76.0
dc121a55-7e67-46ad-8a5e-d5f29f0627c4,0,6,5,3,2,8,0,0,10,110,37,60,74.0
1ac50d1b-e5e1-448b-9a7c-d0b1946dd32f,0,11,5,3,2,8,5,1,16,240,0,12,74.0
aef464f5-af76-44a4-87e7-f6be50045a9c,2,6,5,3,1,2,2,0,29,841,18,22,88.0
133a715d-4f56-43a7-bb5f-3e79e3b6da6c,3,9,4,3,1,3,0,0,14,224,36,33,88.0
087b73f9-9ad8-434c-b57d-4f1046ff9811,3,7,3,2,1,3,0,0,8,144,9,42,68.0
2c3a61f7-7a00-431a-88b8-3cebad4617d3,2,7,3,3,0,0,0,0,21,273,32,58,72.0
5f1f946b-d5f8-40bb-8a4e-e31b98a7063b,2,11,5,2,0,0,0,0,24,696,11,45,72.0
930e1ffd-fd29-4319-a6b1-cc15b7906c5b,2,9,4,2,1,3,0,0,25,500,31,29,90.0
1940ff65-3c28-41a4-9813-5a3ada45eb94,3,10,5,2,0,0,1,0,11,143,3,60,79.0
1538ac8c-01d2-479a-9cc9-7eca051bd928,2,6,5,4,1,3,0,0,29,406,48,13,91.0
61b17d01-04ee-42cb-bbfc-f28d39781cbd,3,10,4,4,0,0,1,0,8,208,24,10,80.0
0dabe4e1-350b-4355-83ee-2950ef0ed983,3,8,3,4,0,0,0,0,7,112,38,2,74.0
5cab9df0-fce9-4f96-b7d4-77b04d8ef79a,1,10,4,3,0,0,2,2,35,490,1,39,83.0
0366bf32-f9d4-4aa2-a3f8-e65520b0768c,2,10,4,2,0,0,1,0,34,442,0,11,85.0
a77319ee-9873-49de-b21e-6b3e001b5e9a,2,5,3,3,1,3,3,0,23,483,5,45,84.0
f3c3b313-5833-4177-8e71-e4f43b160626,3,5,4,3,1,4,3,0,7,140,21,40,74.0
47bb619e-c8da-4f9d-b2b8-c1f34353bcbe,2,7,4,2,0,0,1,0,20,440,5,21,95.0
e2fce6e3-f948-4770-b5e5-a66e7d104e15,2,9,5,2,0,0,0,0,12,240,42,54,68.0
865025ab-17ab-4a0a-9d53-5985612261a0,3,7,3,4,0,0,2,0,3,63,23,3,96.0
8fdb4f75-2082-46bd-ac46-3d880127590a,3,9,3,4,0,0,1,0,9,108,41,3,71.0
4b17ddf9-16f9-48fc-9d6d-51afa2390456,3,9,4,4,1,4,0,0,0,0,0,0,72.0
c65f13b3-7b3a-48d0-afed-fd8dde83f3c3,3,10,4,3,1,3,1,0,0,0,0,0,68.0
4628ab0b-3b8f-4738-8e72-f931e9ca9aa3,3,8,3,2,0,0,0,0,12,360,1,42,95.0
31dcad26-4ef6-4733-ae9d-014171bbf233,2,8,3,3,1,4,0,0,14,392,40,40,71.0
61fd5470-3e56-4a8f-95c3-c80c3571e83a,1,9,4,3,1,3,4,1,28,448,16,13,89.0
1d66819b-e8d6-4d38-a01a-7c1e10682d7a,3,7,3,2,0,0,2,0,5,130,16,39,77.0
9bba2348-18e5-4a9c-af06-3a0a13237599,2,9,3,2,1,3,1,0,20,580,42,6,96.0
ae6cb331-f877-4763-9728-6e2651b1be61,3,6,4,3,0,0,1,0,21,294,25,4,97.0
7330eba1-85ce-43aa-866d-b5df0c4f5175,3,9,3,3,1,2,2,0,15,315,34,2,76.0
d095cbba-302b-48b1-b0fc-d4269950c37a,1,11,4,4,0,0,1,1,19,361,45,7,85.0
764a5184-1cb3-4b67-90a5-b8daa11ab4db,3,11,5,3,1,3,1,0,9,117,15,3,73.0
da656870-ec8c-477f-ac77-d99f762a096a,0,5,4,3,2,9,0,0,10,170,7,5,86.0
c4dd2160-9823-4402-81d3-8707c241bdd5,1,10,4,3,0,0,5,2,18,270,20,45,73.0
37921f8e-6940-4221-a34b-d7be678be5c4,0,7,4,2,2,7,4,1,19,399,29,2,77.0
550d3980-7d3a-4102-86fa-046f33d46845,2,7,3,2,1,3,1,0,25,500,25,39,98.0
b4480ab9-68c4-405e-89c5-4425b42b6a50,3,5,4,3,0,0,1,1,0,0,0,0,77.0
1d9b4b3e-c4c0-43ca-8453-f32f9ffec287,3,9,4,4,0,0,1,0,5,125,22,17,81.0
0d7aa2ad-f54e-438f-805a-7cb4ac9fb423,2,9,4,3,0,0,3,0,23,598,43,47,82.0
1cca7ff7-949b-4b61-ab87-5e3a12f08e01,3,6,5,4,1,4,0,0,9,180,38,8,86.0
2f7aab88-8c56-4ac2-afb3-ea61ddce7899,2,10,4,2,1,3,0,0,31,682,3,9,80.0
bb770a17-7d83-4cbb-aca4-e2a868dafa3e,3,10,5,3,1,4,3,0,10,280,24,2,77.0
db9b9a6c-7010-490f-b192-b87384ac6cdb,1,8,4,2,1,4,3,2,35,910,16,10,86.0
4b282682-3a5b-46d9-9de9-e6085fcaf92c,3,6,4,2,0,0,3,0,0,0,0,0,76.0
43e5a54e-789c-45a4-8d3a-342e4cd105d1,3,7,4,2,0,0,3,0,9,144,2,53,96.0
38812e74-0884-4445-9981-78634874951b,2,11,3,3,0,0,0,0,22,286,7,33,69.0
bb674ff0-1424-4409-99df-9f0eebde85eb,2,11,3,2,0,0,1,0,19,304,21,58,72.0
6750c492-31c8-4aa9-8d43-05cfda6f0f44,3,9,3,2,0,0,0,0,0,0,0,0,84.0
89d8fc5d-e5fd-43e4-9fa2-b97feeb783d5,3,6,5,2,2,5,0,0,5,50,46,17,70.0
aff604cd-f7da-4db8-84b1-9a8b7025294f,2,9,4,4,0,0,2,0,20,400,44,36,71.0
8ad6c823-a9c7-4460-aa3b-8594a99e72f2,3,6,4,2,0,0,4,0,5,90,17,39,77.0
4a592bb5-0eb1-4432-9361-7200f4085604,2,9,5,2,0,0,1,0,30,690,50,48,93.0
47a94596-24f8-4c7c-9961-3337e72d1feb,0,9,3,4,2,6,0,0,4,96,0,31,98.0
e2cd9ecd-2a7e-47a0-a70f-5b6c97586fa9,2,10,4,2,1,3,0,0,17,187,45,18,68.0
2fbfa86f-52f2-4cd0-a0d9-623b6209eccd,0,5,3,4,2,7,0,0,4,52,38,15,84.0
ceb57173-b7f5-48a0-998f-44a39197a8ac,2,5,3,4,0,0,0,0,31,620,17,14,77.0
f37400af-de93-44f8-b68e-61e1a07cbf84,2,7,5,4,1,4,1,1,29,667,32,11,83.0
c5644ec7-56a1-4c47-9050-b7704cf711bd,2,8,3,4,0,0,3,0,24,672,38,41,91.0
25444a13-cd34-4765-9746-ff99a1521325,0,7,3,4,2,6,0,0,0,0,0,0,98.0
9819149e-0509-4b74-a86f-7975147d2768,0,8,4,2,2,6,4,0,10,130,28,58,83.0
73959e1f-79e1-4754-a8eb-88b8c30b76cb,3,5,4,4,1,3,1,0,17,272,16,32,83.0
ee0e5321-7a36-48e8-a779-33227c94a127,2,10,5,2,0,0,5,0,21,525,31,52,87.0
595e0130-e17f-413e-b188-78166328de09,2,9,4,3,1,5,1,1,31,713,25,18,76.0
ee8e02a0-9f5d-4f2a-98f8-77485ed5989e,2,9,5,4,1,4,1,0,24,552,13,37,98.0
32ac216b-0872-4b63-8b3d-efe240162165,3,5,5,3,0,0,0,0,0,0,0,0,84.0
71356e5d-9127-4bbd-9772-a4c4e1f40a13,2,11,3,4,1,5,0,0,28,588,48,36,82.0
039089eb-97a5-449d-bee2-00908fe0a587,1,8,5,2,0,0,3,2,17,187,49,33,81.0
9f9b0eda-2962-4e7d-b183-2577399042d9,3,8,5,3,0,0,0,0,10,150,12,30,69.0
fcf55a24-23c2-4309-a192-7f47d52acf29,3,11,5,4,0,0,4,0,11,165,33,47,68.0
c1a1ab53-2ff7-4fec-b883-968673ac227a,2,11,3,2,0,0,1,1,30,840,46,21,87.0
5f9cfcc6-552b-4718-a0ae-2c03abd29b11,3,9,5,4,0,0,0,0,0,0,0,0,75.0
0c35f9a0-6d65-4934-a241-359a7e8a4f8b,2,8,5,3,0,0,1,0,16,240,40,55,90.0
e010432f-7f95-480f-9c68-b6292bbbbefd,2,10,5,4,1,4,1,0,28,308,44,47,76.0
f2678cee-0f88-456f-9d8c-da04a86f8ea8,2,10,5,2,0,0,0,0,20,320,41,41,78.0
2df251e3-b72c-4b1c-be29-4f4a1a0e19f7,3,5,3,2,1,4,1,0,8,224,29,7,97.0
ee3b1533-299c-4e72-98f8-51677fd888c2,3,5,5,4,1,3,1,0,14,266,16,46,76.0
03152bf2-5613-4b4e-bfb1-5457c4f81fb3,3,5,4,3,0,0,5,0,16,288,13,31,69.0
61ef963c-2d5a-43ec-831d-06a2131d686e,0,9,4,3,2,8,1,1,28,532,2,58,92.0
9c7b6795-f410-4c60-a33d-1b394b14a28e,3,5,3,2,1,3,1,0,14,238,13,29,91.0
906b7c83-8d8a-4fd8-91e5-44be728572c1,2,7,4,4,0,0,2,0,21,483,38,27,70.0
2e6429ae-0f2a-44a0-a1f8-20065eb6cfe2,3,7,3,2,0,0,0,0,14,322,9,20,80.0
c2c837eb-9da5-4084-8bad-249a505da0ef,1,10,3,4,1,4,4,1,14,322,34,50,95.0
c07b1843-8687-4258-9ad7-9ab65909a578,2,10,5,4,0,0,0,0,29,290,28,22,88.0
661f3618-4b9f-4890-b5b9-ac942b752fd5,3,6,4,3,0,0,4,0,5,70,38,48,80.0
19d329f2-3d8d-46b4-9a4c-c52d841a38aa,2,8,5,2,1,4,3,0,29,464,1,52,89.0
d25bd5e3-330a-4555-a834-db21146c8618,2,7,4,3,0,0,5,0,25,600,9,31,74.0
a488a43c-38ab-4a5d-b6d1-e4ebb9f9c281,3,10,3,2,1,4,5,0,10,130,25,15,71.0
ea526b22-b31d-4bcc-bf22-b26e667a0389,1,8,5,4,0,0,4,1,14,308,18,2,94.0
026d7a41-6d0c-4425-bc94-74799fa8319f,3,10,5,2,1,4,4,0,15,300,8,20,96.0
4f7b4233-d37f-40e9-b1c8-3850e71693d5,2,6,4,4,1,4,0,0,28,308,23,27,88.0
0fb77dc3-3168-4912-8bdb-eb91f70010dd,2,9,3,4,0,0,1,1,24,576,44,18,76.0
c14cdc98-76b8-4f75-94a7-d0af30fa0dec,2,8,5,2,1,3,0,0,19,399,46,34,80.0
202833cf-72c1-4a1a-94cf-7da9f9466fd7,3,8,4,3,0,0,2,1,3,78,14,49,79.0
cccfba1b-ed2e-4a9a-bd25-c6065845a27c,2,9,5,2,0,0,0,0,20,540,17,7,91.0
ef7c61a2-dde5-449b-88e6-13dd92fbe187,2,9,4,2,0,0,1,1,30,390,46,58,92.0
ba86a929-17c0-4066-af10-99311c211163,1,8,5,3,1,2,2,1,7,161,43,21,97.0
e887736d-bf55-4cf8-919a-9a3b332033d1,3,7,5,2,0,0,0,0,13,260,33,32,93.0
ffe0d273-f719-408a-aa21-4cf1c812a031,3,7,4,2,1,4,1,1,4,80,27,52,78.0
887a6e2f-751f-4c67-b70f-e6710e6db785,2,6,4,4,0,0,0,0,24,432,34,25,97.0
1aa4dd0e-1723-4fe7-82c4-cc8f8c26eaf8,1,7,5,3,0,0,2,1,16,240,20,31,82.0
dfd6a237-0a98-43be-8837-4607f5015d2c,2,10,3,4,1,4,5,0,32,928,41,14,92.0
fce40198-f588-46cb-81a7-fb2b2f159039,2,6,5,2,0,0,2,0,17,476,43,51,85.0
a9f3c96e-2956-41f4-8111-071edbcacdc0,3,6,5,4,0,0,3,0,16,336,1,10,71.0
03e288d6-b5f5-4c3f-b75d-3807da225e35,2,5,5,4,0,0,0,0,25,500,26,14,70.0
c942d9cb-4340-4ddb-9e60-09cb93fcb96d,3,5,4,4,0,0,4,0,23,253,9,56,73.0
6d04bbd9-50f3-4969-a3f7-bb0d4f0614fe,0,6,3,4,2,6,3,0,13,195,6,2,96.0
6865cca3-4c65-4233-ad13-01f07df1e294,2,10,4,3,2,7,1,0,32,896,33,35,96.0
b5b19d8a-de3e-45ba-bba5-521f2a25f95f,2,9,3,4,0,0,3,0,19,513,28,9,88.0
1e0e2f42-c427-4c4d-83bd-e57542369eb1,2,10,5,2,0,0,1,0,30,810,5,57,73.0
b7dad599-a16d-4fcf-b509-98101812c67c,2,7,5,2,0,0,0,0,30,480,17,5,77.0
689ef428-5690-41ea-8a1b-ebc15103c183,2,10,3,2,1,4,0,0,20,280,25,9,98.0
b0c406c2-cfd3-4349-b3de-c77e91c6b52c,3,5,5,2,0,0,0,0,0,0,0,0,92.0
b72b4665-e42c-4033-9c61-31b99ebc5161,2,11,5,3,2,7,0,0,34,918,38,55,80.0
3a212f49-df4c-495e-9787-a66a9881678f,2,11,4,3,1,4,0,0,24,312,18,60,93.0
085e4057-c0dd-431b-a78c-ff334b23176d,3,7,5,4,0,0,0,0,17,340,19,8,88.0
7b929e32-04b2-4631-ad5e-edb95f7b57ce,2,7,4,3,1,4,1,0,28,392,24,8,87.0
1312ab45-4134-46b2-a7bc-80cc06648943,2,6,3,2,0,0,1,0,33,792,26,37,86.0
89725f1b-cf77-46ec-b600-8d479c5336f0,1,9,3,4,0,0,5,2,17,357,45,46,94.0
3ed7abd2-0827-4ed4-b481-04b77872f7ed,2,8,4,4,1,3,1,1,35,805,9,51,89.0
b5bdc175-0d76-4760-ba9e-a6886725d1cc,3,5,3,2,0,0,4,0,0,0,0,0,98.0
26c0644c-a983-46f1-8011-8113f9f5e1e8,3,8,3,2,0,0,0,0,9,234,16,3,69.0
38ec06b2-32c5-44b5-9006-583e15a4e8de,3,7,5,3,0,0,0,0,14,364,9,54,68.0
97f1639b-02d7-491e-b55e-723ec9973a3b,2,5,4,3,2,4,0,0,33,924,6,56,70.0
71347510-c0fa-4c17-9340-1d4f34a9e024,3,11,4,4,1,5,2,0,0,0,0,0,77.0
78fc6901-7fbc-449d-ba7c-32ccbe16273a,2,10,5,2,1,4,0,0,17,357,25,4,72.0
57f1deb3-f6b6-4040-937c-f8842a4bdeb1,2,11,5,2,1,4,0,0,19,418,18,36,77.0
2c34b234-dd0c-4b60-91a8-9959c95c9859,1,9,4,2,0,0,2,2,5,130,49,14,91.0
61651476-b23b-4e95-9a84-a886cfb57efc,3,8,3,3,1,5,0,0,7,161,33,36,87.0
0c8bb400-827f-49e1-a7d9-1d94cb7f8dfc,1,6,3,4,0,0,3,1,18,450,39,18,88.0
8500cf34-7cf8-4e37-896e-0444443e65af,1,8,3,4,1,4,3,1,28,392,46,35,75.0
d92644e4-b1af-4c67-97b4-42a739dc989f,3,10,4,2,1,3,1,0,15,210,26,22,75.0
be383411-f3cf-4b9b-86fc-e4856043fba8,1,6,4,2,0,0,4,1,21,399,6,53,73.0
3f631164-dc26-430c-8497-8c7760bfcedd,1,10,3,3,0,0,2,2,31,310,31,44,79.0
9aa99dc7-a5e9-4eee-acb5-b5656d6583c8,3,6,5,4,0,0,1,0,13,143,41,17,76.0
0be069f8-4359-46f5-8597-2da68f4dacb5,1,7,4,3,0,0,2,1,24,336,22,48,85.0
0c80f749-3d68-49f7-b466-a887bbecea6b,2,10,5,2,0,0,2,0,32,960,21,52,87.0
7b2e3b2a-c45e-40d1-b5a3-f4c25123b11c,2,11,3,4,0,0,0,0,35,350,5,13,76.0
bcd5ab2e-cbc6-4fb3-8f9e-4e431f84a173,3,7,5,3,1,3,2,0,0,0,0,0,92.0
ed5299a2-0bad-49b4-926e-1cf67c877fe8,1,8,4,4,0,0,2,1,23,506,29,57,82.0
6d8f0325-f1c0-4cae-b27e-784bc5bd1b60,1,10,3,3,1,4,4,1,13,325,42,5,98.0
9365a220-90af-4de1-ab03-eb3a03eac0e3,0,6,5,4,2,6,2,1,24,384,8,22,97.0
542b7d19-73c7-45fb-b92c-53bcb997d9cf,1,10,4,4,1,4,2,1,15,450,12,40,71.0
fe666b31-cdfb-495a-9c8a-2288a74bae75,3,8,5,3,0,0,5,0,9,162,29,19,90.0
7bd82166-0181-4cbe-b9a6-a1cf8a92be4c,3,6,5,4,1,4,0,0,7,98,9,8,73.0
8c18a2bb-3ec0-4545-8fa8-02ccbc89971c,3,9,5,2,0,0,1,0,0,0,0,0,94.0
e1d8cfae-372f-4a25-b650-e90bcb367e87,2,6,4,4,0,0,1,0,34,340,22,46,86.0
0398edf0-1654-443e-8430-98ce7d688969,3,8,4,4,0,0,5,0,5,110,6,49,74.0
556e9915-9ae4-403c-be22-8db0499bc5e5,1,6,3,2,0,0,4,2,28,812,48,12,83.0
6743983b-209e-4bf0-9eed-5c7d813f9a5a,3,5,4,2,1,3,0,0,5,65,19,11,82.0
8b572eff-2e4b-4c15-8ec4-0e9a89a990c8,3,6,5,2,0,0,3,0,0,0,0,0,81.0
89fd636c-f318-4056-861f-7c69aabaed3f,3,10,4,4,0,0,0,0,8,232,23,31,85.0
03b5c41b-9b04-4bc6-9771-af990671b169,3,10,4,3,1,4,2,0,13,364,8,54,94.0
