student_id,project_id,project_rank,student_rank,final_score,pred_compat_score,prob_good_fit,compatibility_score,match_outcome,skill_overlap_ratio,matched_skill_count,required_skill_count,tfidf_similarity,domain_match,interest_overlap_ratio,cluster_id,cluster_segment,explanation
c2c837eb-9da5-4084-8bad-249a505da0ef,proj_0042,2,4,62.8248,54.4169,0.9994,52.0934,1,0.75,3,4,0.2384,0,0.0,1,Hackathon Champion,Strong match (Score: 62.8). Matched 3/4 required skills (75%). high text similarity (0.24). Segment: Hackathon Champion.
d4493a6b-3b00-4377-8d43-e9b67ed0c6a5,proj_0042,3,5,62.6619,53.4736,0.9994,54.8115,1,0.75,3,4,0.2527,0,0.0,2,High Open-Source Contributor,Strong match (Score: 62.7). Matched 3/4 required skills (75%). high text similarity (0.25). Segment: High Open-Source Contributor.
8fb8eaf8-4080-46bb-b74e-1242acd68205,proj_0042,4,1,62.4301,53.4866,0.9994,54.0391,1,0.75,3,4,0.2369,0,0.0,2,High Open-Source Contributor,Strong match (Score: 62.4). Matched 3/4 required skills (75%). high text similarity (0.24). Segment: High Open-Source Contributor.
0c35f9a0-6d65-4934-a241-359a7e8a4f8b,proj_0042,5,2,61.4643,51.9721,0.9994,50.49,1,0.75,3,4,0.2129,0,0.0,2,High Open-Source Contributor,Strong match (Score: 61.5). Matched 3/4 required skills (75%). high text similarity (0.21). Segment: High Open-Source Contributor.
c65f13b3-7b3a-48d0-afed-fd8dde83f3c3,proj_0042,6,3,60.6902,49.9954,0.9994,59.3711,1,0.75,3,4,0.214,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 60.7). Matched 3/4 required skills (75%). high text similarity (0.21). Segment: Emerging Generalist Builder.
017a104d-03fa-4f29-9982-6dda6a7f45c0,proj_0042,7,4,60.4407,50.2381,0.9994,42.7439,1,0.75,3,4,0.1909,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 60.4). Matched 3/4 required skills (75%). high text similarity (0.19). Segment: Emerging Generalist Builder.
4628ab0b-3b8f-4738-8e72-f931e9ca9aa3,proj_0042,8,3,58.7434,47.7836,0.9994,41.3774,1,0.75,3,4,0.1432,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.7). Matched 3/4 required skills (75%). Segment: Emerging Generalist Builder.
0664ac18-e4b1-4687-a748-cf62f7e567f9,proj_0042,9,10,58.4993,48.2382,0.9994,51.6794,1,0.75,3,4,0.1148,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.5). Matched 3/4 required skills (75%). Segment: High Open-Source Contributor.
72784713-9bf5-4872-b81e-90d330240b55,proj_0042,10,3,58.1891,47.3341,0.9994,48.1959,1,0.5,2,4,0.2849,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.2). Matched 2/4 required skills (50%). high text similarity (0.28). Segment: High Open-Source Contributor.
e649d778-4f86-4007-9cb7-ebe51f531c66,proj_0043,1,3,58.6353,46.5094,0.9994,46.1737,1,0.6667,2,3,0.2255,0,0.0,0,Applied Project Specialist,Strong match (Score: 58.6). Matched 2/3 required skills (67%). high text similarity (0.23). Segment: Applied Project Specialist.
7f3eecd2-0620-4f87-83c0-3604e8bbeb96,proj_0043,2,4,56.7487,43.3717,0.9994,44.2417,1,0.6667,2,3,0.1834,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 56.7). Matched 2/3 required skills (67%). high text similarity (0.18). Segment: Emerging Generalist Builder.
3121dc95-f26c-4d0e-822b-4b9f324d2bb8,proj_0043,3,8,56.527,42.3188,0.9994,42.4501,1,0.6667,2,3,0.1967,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 56.5). Matched 2/3 required skills (67%). high text similarity (0.20). Segment: Emerging Generalist Builder.
0c35f9a0-6d65-4934-a241-359a7e8a4f8b,proj_0043,4,5,55.5073,41.487,0.9994,42.0714,1,0.6667,2,3,0.1509,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.5). Matched 2/3 required skills (67%). high text similarity (0.15). Segment: High Open-Source Contributor.
ed82829b-d814-4e03-b750-a41974852d40,proj_0043,5,24,49.7236,33.3728,0.9898,29.7945,1,0.3333,1,3,0.0565,1,0.0,0,Applied Project Specialist,Moderate match (Score: 49.7). Matched 1/3 required skills (33%). domain aligned. Segment: Applied Project Specialist.
e887736d-bf55-4cf8-919a-9a3b332033d1,proj_0043,6,16,47.6456,30.1902,0.9903,23.1807,1,0.3333,1,3,0.1685,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 47.6). Matched 1/3 required skills (33%). high text similarity (0.17). Segment: Emerging Generalist Builder.
7eae055b-58e7-4ccf-b97e-b3d17f153640,proj_0043,7,26,47.4778,30.1944,0.9918,31.6854,1,0.3333,1,3,0.1542,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 47.5). Matched 1/3 required skills (33%). high text similarity (0.15). Segment: High Open-Source Contributor.
3aa9e83f-9407-49dd-bb68-44e046573db9,proj_0043,8,4,46.9464,29.4623,0.9843,23.4086,1,0.3333,1,3,0.1533,0,0.0,0,Applied Project Specialist,Moderate match (Score: 46.9). Matched 1/3 required skills (33%). high text similarity (0.15). Segment: Applied Project Specialist.
72784713-9bf5-4872-b81e-90d330240b55,proj_0043,9,14,46.7193,28.3433,0.9903,28.9551,1,0.3333,1,3,0.156,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 46.7). Matched 1/3 required skills (33%). high text similarity (0.16). Segment: High Open-Source Contributor.
c2c837eb-9da5-4084-8bad-249a505da0ef,proj_0043,10,20,46.4393,28.9221,0.9883,28.8224,1,0.3333,1,3,0.1259,0,0.0,1,Hackathon Champion,Moderate match (Score: 46.4). Matched 1/3 required skills (33%). Segment: Hackathon Champion.
91c33b06-c698-49f7-b17c-be3d4a8a4efe,proj_0044,1,8,55.1028,41.2821,0.9995,46.0789,1,0.6667,2,3,0.1292,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.1). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
3ee193d8-7126-4f80-b986-fd42c72759c2,proj_0044,2,8,54.2627,40.2131,0.9994,44.3762,1,0.6667,2,3,0.1019,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 54.3). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
382513f3-1f6e-46a2-bd96-deed53e75a83,proj_0044,3,3,54.0893,40.0908,0.9995,32.6398,1,0.6667,2,3,0.0934,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 54.1). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
ceb57173-b7f5-48a0-998f-44a39197a8ac,proj_0044,4,2,53.0661,37.9266,0.9994,30.3483,1,0.6667,2,3,0.0831,0,0.0,2,High Open-Source Contributor,Strong match (Score: 53.1). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
69f3a439-decd-43f9-bbdd-a6d89724db17,proj_0044,5,5,52.8727,37.2218,0.9994,39.7064,1,0.6667,2,3,0.089,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 52.9). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
b39b7e89-5127-4811-914d-ab307bcb6379,proj_0044,6,29,45.1682,25.538,0.9912,23.1728,1,0.3333,1,3,0.1256,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 45.2). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
542b7d19-73c7-45fb-b92c-53bcb997d9cf,proj_0044,7,55,43.9334,24.6822,0.9879,26.6151,1,0.3333,1,3,0.0727,0,0.0,1,Hackathon Champion,Moderate match (Score: 43.9). Matched 1/3 required skills (33%). Segment: Hackathon Champion.
2b9a90d7-2e2e-4096-b75d-70225b6167e0,proj_0044,8,7,43.5444,23.7885,0.9916,27.3716,1,0.3333,1,3,0.0632,0,0.0,0,Applied Project Specialist,Moderate match (Score: 43.5). Matched 1/3 required skills (33%). Segment: Applied Project Specialist.
a1b22b09-722b-4f62-beec-d3e19dbb8026,proj_0044,9,43,43.5057,23.853,0.9844,23.1777,1,0.3333,1,3,0.0733,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 43.5). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
62c257a4-beb9-4e46-acfc-043c4c84b377,proj_0044,10,15,43.3156,23.3664,0.9835,31.5759,1,0.3333,1,3,0.0754,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 43.3). Matched 1/3 required skills (33%). Segment: Emerging Generalist Builder.
44011eff-1033-4636-b423-249db19d35c4,proj_0045,1,1,59.8692,49.6717,0.9995,53.2246,1,0.75,3,4,0.1677,0,0.0,1,Hackathon Champion,Strong match (Score: 59.9). Matched 3/4 required skills (75%). high text similarity (0.17). Segment: Hackathon Champion.
2b9a90d7-2e2e-4096-b75d-70225b6167e0,proj_0045,2,1,59.8123,50.3471,0.9995,55.2445,1,0.75,3,4,0.1459,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.8). Matched 3/4 required skills (75%). Segment: Applied Project Specialist.
3ee193d8-7126-4f80-b986-fd42c72759c2,proj_0045,3,4,58.9062,48.2056,0.9995,42.4215,1,0.75,3,4,0.1426,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 58.9). Matched 3/4 required skills (75%). Segment: Emerging Generalist Builder.
04988768-5f3f-4001-b1e2-cccf6434f729,proj_0045,4,2,58.584,47.6662,0.9995,52.83,1,0.75,3,4,0.1355,0,0.0,1,Hackathon Champion,Strong match (Score: 58.6). Matched 3/4 required skills (75%). Segment: Hackathon Champion.
121f5340-fe3c-4efd-b588-5f2655416124,proj_0045,5,4,53.415,39.9425,0.9995,36.8748,1,0.5,2,4,0.1302,0,0.2,2,High Open-Source Contributor,Strong match (Score: 53.4). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
3a29330d-5c66-44fd-97fd-5e6ccd8bb730,proj_0045,6,5,52.4466,38.5615,0.9995,38.5949,1,0.5,2,4,0.1358,0,0.0,2,High Open-Source Contributor,Strong match (Score: 52.4). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
e2cd9ecd-2a7e-47a0-a70f-5b6c97586fa9,proj_0045,7,12,51.9524,36.8347,0.9995,35.7442,1,0.5,2,4,0.1489,0,0.0,2,High Open-Source Contributor,Strong match (Score: 52.0). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
69f3a439-decd-43f9-bbdd-a6d89724db17,proj_0045,8,7,51.5614,35.5723,0.9995,40.4275,1,0.5,2,4,0.1565,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 51.6). Matched 2/4 required skills (50%). high text similarity (0.16). Segment: Emerging Generalist Builder.
1dcf8fd7-0579-4c7d-b867-2e6bdb73e5eb,proj_0045,9,13,51.5464,37.4009,0.9994,33.7335,1,0.5,2,4,0.0736,0,0.2,0,Applied Project Specialist,Strong match (Score: 51.5). Matched 2/4 required skills (50%). Segment: Applied Project Specialist.
d98f74bd-f178-4c27-b181-e77e0b0e657d,proj_0045,10,5,50.3833,34.9971,0.9994,29.9495,1,0.5,2,4,0.0935,0,0.0,2,High Open-Source Contributor,Strong match (Score: 50.4). Matched 2/4 required skills (50%). Segment: High Open-Source Contributor.
538469bd-76bb-4282-8098-c3a4b49df851,proj_0046,1,1,68.8482,64.3054,0.9996,61.5094,1,0.75,3,4,0.2092,1,0.0,2,High Open-Source Contributor,Strong match (Score: 68.8). Matched 3/4 required skills (75%). high text similarity (0.21). domain aligned. Segment: High Open-Source Contributor.
e2cd9ecd-2a7e-47a0-a70f-5b6c97586fa9,proj_0046,2,4,60.4984,50.2998,0.9995,50.2376,1,0.75,3,4,0.1929,0,0.0,2,High Open-Source Contributor,Strong match (Score: 60.5). Matched 3/4 required skills (75%). high text similarity (0.19). Segment: High Open-Source Contributor.
2051f1b1-c94b-48cd-b22b-3b109fa0bc9a,proj_0046,3,1,59.8887,49.9792,0.9996,50.5399,1,0.5,2,4,0.1606,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 59.9). Matched 2/4 required skills (50%). high text similarity (0.16). domain aligned. Segment: Emerging Generalist Builder.
ef7c61a2-dde5-449b-88e6-13dd92fbe187,proj_0046,4,3,59.5988,49.9745,0.9996,45.5324,1,0.5,2,4,0.1414,1,0.0,2,High Open-Source Contributor,Strong match (Score: 59.6). Matched 2/4 required skills (50%). domain aligned. Segment: High Open-Source Contributor.
44011eff-1033-4636-b423-249db19d35c4,proj_0046,5,2,59.592,50.5724,0.9996,46.3996,1,0.5,2,4,0.125,1,0.0,1,Hackathon Champion,Strong match (Score: 59.6). Matched 2/4 required skills (50%). domain aligned. Segment: Hackathon Champion.
91c33b06-c698-49f7-b17c-be3d4a8a4efe,proj_0046,6,5,58.8803,47.4732,0.9995,42.6879,1,0.75,3,4,0.1604,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.9). Matched 3/4 required skills (75%). high text similarity (0.16). Segment: High Open-Source Contributor.
04988768-5f3f-4001-b1e2-cccf6434f729,proj_0046,7,3,56.3705,44.5925,0.9995,38.4179,1,0.5,2,4,0.0699,1,0.0,1,Hackathon Champion,Strong match (Score: 56.4). Matched 2/4 required skills (50%). domain aligned. Segment: Hackathon Champion.
78ae885f-c435-4649-9c08-d501a77bc648,proj_0046,8,7,54.707,42.0937,0.9995,40.83,1,0.5,2,4,0.1923,0,0.0,1,Hackathon Champion,Strong match (Score: 54.7). Matched 2/4 required skills (50%). high text similarity (0.19). Segment: Hackathon Champion.
cccfba1b-ed2e-4a9a-bd25-c6065845a27c,proj_0046,9,10,54.1722,40.7379,0.9995,47.0023,1,0.5,2,4,0.1928,0,0.0,2,High Open-Source Contributor,Strong match (Score: 54.2). Matched 2/4 required skills (50%). high text similarity (0.19). Segment: High Open-Source Contributor.
d3ced1b7-92b3-466b-92fa-4d0f7d7ebdfa,proj_0046,10,16,52.9334,39.8535,0.9984,42.4057,1,0.25,1,4,0.136,1,0.0,0,Applied Project Specialist,Strong match (Score: 52.9). Matched 1/4 required skills (25%). domain aligned. Segment: Applied Project Specialist.
91c33b06-c698-49f7-b17c-be3d4a8a4efe,proj_0047,1,8,55.1028,41.2821,0.9995,46.9996,1,0.6667,2,3,0.1292,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.1). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
3ee193d8-7126-4f80-b986-fd42c72759c2,proj_0047,2,8,54.2627,40.2131,0.9994,41.4107,1,0.6667,2,3,0.1019,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 54.3). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
382513f3-1f6e-46a2-bd96-deed53e75a83,proj_0047,3,3,54.0893,40.0908,0.9995,33.757,1,0.6667,2,3,0.0934,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 54.1). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
ceb57173-b7f5-48a0-998f-44a39197a8ac,proj_0047,4,2,53.0661,37.9266,0.9994,35.857,1,0.6667,2,3,0.0831,0,0.0,2,High Open-Source Contributor,Strong match (Score: 53.1). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
69f3a439-decd-43f9-bbdd-a6d89724db17,proj_0047,5,5,52.8727,37.2218,0.9994,38.6435,1,0.6667,2,3,0.089,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 52.9). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
b39b7e89-5127-4811-914d-ab307bcb6379,proj_0047,6,29,45.1682,25.538,0.9912,19.1192,1,0.3333,1,3,0.1256,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 45.2). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
542b7d19-73c7-45fb-b92c-53bcb997d9cf,proj_0047,7,55,43.9334,24.6822,0.9879,26.185,1,0.3333,1,3,0.0727,0,0.0,1,Hackathon Champion,Moderate match (Score: 43.9). Matched 1/3 required skills (33%). Segment: Hackathon Champion.
2b9a90d7-2e2e-4096-b75d-70225b6167e0,proj_0047,8,7,43.5444,23.7885,0.9916,13.0226,1,0.3333,1,3,0.0632,0,0.0,0,Applied Project Specialist,Moderate match (Score: 43.5). Matched 1/3 required skills (33%). Segment: Applied Project Specialist.
a1b22b09-722b-4f62-beec-d3e19dbb8026,proj_0047,9,43,43.5057,23.853,0.9844,26.6152,1,0.3333,1,3,0.0733,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 43.5). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
62c257a4-beb9-4e46-acfc-043c4c84b377,proj_0047,10,15,43.3156,23.3664,0.9835,26.0628,1,0.3333,1,3,0.0754,0,0.0,3,Emerging Generalist Builder,Moderate match (Score: 43.3). Matched 1/3 required skills (33%). Segment: Emerging Generalist Builder.
538469bd-76bb-4282-8098-c3a4b49df851,proj_0048,1,1,68.8482,64.3054,0.9996,59.0345,1,0.75,3,4,0.2092,1,0.0,2,High Open-Source Contributor,Strong match (Score: 68.8). Matched 3/4 required skills (75%). high text similarity (0.21). domain aligned. Segment: High Open-Source Contributor.
e2cd9ecd-2a7e-47a0-a70f-5b6c97586fa9,proj_0048,2,4,60.4984,50.2998,0.9995,58.0549,1,0.75,3,4,0.1929,0,0.0,2,High Open-Source Contributor,Strong match (Score: 60.5). Matched 3/4 required skills (75%). high text similarity (0.19). Segment: High Open-Source Contributor.
2051f1b1-c94b-48cd-b22b-3b109fa0bc9a,proj_0048,3,1,59.8887,49.9792,0.9996,48.9,1,0.5,2,4,0.1606,1,0.0,3,Emerging Generalist Builder,Strong match (Score: 59.9). Matched 2/4 required skills (50%). high text similarity (0.16). domain aligned. Segment: Emerging Generalist Builder.
ef7c61a2-dde5-449b-88e6-13dd92fbe187,proj_0048,4,3,59.5988,49.9745,0.9996,42.6698,1,0.5,2,4,0.1414,1,0.0,2,High Open-Source Contributor,Strong match (Score: 59.6). Matched 2/4 required skills (50%). domain aligned. Segment: High Open-Source Contributor.
44011eff-1033-4636-b423-249db19d35c4,proj_0048,5,2,59.592,50.5724,0.9996,51.2122,1,0.5,2,4,0.125,1,0.0,1,Hackathon Champion,Strong match (Score: 59.6). Matched 2/4 required skills (50%). domain aligned. Segment: Hackathon Champion.
91c33b06-c698-49f7-b17c-be3d4a8a4efe,proj_0048,6,5,58.8803,47.4732,0.9995,41.5507,1,0.75,3,4,0.1604,0,0.0,2,High Open-Source Contributor,Strong match (Score: 58.9). Matched 3/4 required skills (75%). high text similarity (0.16). Segment: High Open-Source Contributor.
04988768-5f3f-4001-b1e2-cccf6434f729,proj_0048,7,3,56.3705,44.5925,0.9995,40.9938,1,0.5,2,4,0.0699,1,0.0,1,Hackathon Champion,Strong match (Score: 56.4). Matched 2/4 required skills (50%). domain aligned. Segment: Hackathon Champion.
78ae885f-c435-4649-9c08-d501a77bc648,proj_0048,8,7,54.707,42.0937,0.9995,42.3852,1,0.5,2,4,0.1923,0,0.0,1,Hackathon Champion,Strong match (Score: 54.7). Matched 2/4 required skills (50%). high text similarity (0.19). Segment: Hackathon Champion.
cccfba1b-ed2e-4a9a-bd25-c6065845a27c,proj_0048,9,10,54.1722,40.7379,0.9995,29.3752,1,0.5,2,4,0.1928,0,0.0,2,High Open-Source Contributor,Strong match (Score: 54.2). Matched 2/4 required skills (50%). high text similarity (0.19). Segment: High Open-Source Contributor.
d3ced1b7-92b3-466b-92fa-4d0f7d7ebdfa,proj_0048,10,16,52.9334,39.8535,0.9984,41.7065,1,0.25,1,4,0.136,1,0.0,0,Applied Project Specialist,Strong match (Score: 52.9). Matched 1/4 required skills (25%). domain aligned. Segment: Applied Project Specialist.
4f7b4233-d37f-40e9-b1c8-3850e71693d5,proj_0049,1,3,67.4414,60.2673,0.9995,53.6123,1,1.0,3,3,0.2233,0,0.0,2,High Open-Source Contributor,Strong match (Score: 67.4). Matched 3/3 required skills (100%). high text similarity (0.22). Segment: High Open-Source Contributor.
8995f629-3c40-4be3-af08-55a1ef05567b,proj_0049,2,1,66.9234,59.3809,0.9995,68.4535,1,1.0,3,3,0.2124,0,0.0,2,High Open-Source Contributor,Strong match (Score: 66.9). Matched 3/3 required skills (100%). high text similarity (0.21). Segment: High Open-Source Contributor.
20f0cd2f-0720-4027-a947-2e6ea888d087,proj_0049,3,4,66.5568,59.6008,0.9995,56.897,1,1.0,3,3,0.1821,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 66.6). Matched 3/3 required skills (100%). high text similarity (0.18). Segment: Emerging Generalist Builder.
595e0130-e17f-413e-b188-78166328de09,proj_0049,4,2,65.552,57.5612,0.9995,61.2652,1,1.0,3,3,0.1695,0,0.0,2,High Open-Source Contributor,Strong match (Score: 65.6). Matched 3/3 required skills (100%). high text similarity (0.17). Segment: High Open-Source Contributor.
a4110e45-2926-4e7f-8678-ab3a4210a5f1,proj_0049,5,8,58.5308,46.3269,0.9995,34.5429,1,0.6667,2,3,0.2232,0,0.0,1,Hackathon Champion,Strong match (Score: 58.5). Matched 2/3 required skills (67%). high text similarity (0.22). Segment: Hackathon Champion.
b33c7dd8-cc1e-4f75-abd7-db482c0308b4,proj_0049,6,6,56.9013,44.9794,0.9995,39.6319,1,0.6667,2,3,0.1505,0,0.0,0,Applied Project Specialist,Strong match (Score: 56.9). Matched 2/3 required skills (67%). high text similarity (0.15). Segment: Applied Project Specialist.
039089eb-97a5-449d-bee2-00908fe0a587,proj_0049,7,6,56.7028,43.5346,0.9995,47.0156,1,0.6667,2,3,0.1758,0,0.0,1,Hackathon Champion,Strong match (Score: 56.7). Matched 2/3 required skills (67%). high text similarity (0.18). Segment: Hackathon Champion.
eceb9a38-a02e-488b-8056-dfe93cb6e122,proj_0049,8,6,56.6761,43.2841,0.9995,37.8878,1,0.6667,2,3,0.1807,0,0.0,2,High Open-Source Contributor,Strong match (Score: 56.7). Matched 2/3 required skills (67%). high text similarity (0.18). Segment: High Open-Source Contributor.
347dcda4-cc34-4117-be02-c3eeaaf8878f,proj_0049,9,6,56.0906,43.351,0.9995,44.7689,1,0.6667,2,3,0.1121,0,0.1667,3,Emerging Generalist Builder,Strong match (Score: 56.1). Matched 2/3 required skills (67%). Segment: Emerging Generalist Builder.
14f94e94-7722-4ae8-8b7e-be63c79c6533,proj_0049,10,6,55.8351,42.0216,0.9995,52.1965,1,0.6667,2,3,0.1583,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.8). Matched 2/3 required skills (67%). high text similarity (0.16). Segment: High Open-Source Contributor.
a4110e45-2926-4e7f-8678-ab3a4210a5f1,proj_0050,1,2,67.9812,60.8555,0.9995,65.6155,1,1.0,3,3,0.2436,0,0.0,1,Hackathon Champion,Strong match (Score: 68.0). Matched 3/3 required skills (100%). high text similarity (0.24). Segment: Hackathon Champion.
039089eb-97a5-449d-bee2-00908fe0a587,proj_0050,2,1,67.9695,61.0551,0.9993,60.6751,1,1.0,3,3,0.2379,0,0.0,1,Hackathon Champion,Strong match (Score: 68.0). Matched 3/3 required skills (100%). high text similarity (0.24). Segment: Hackathon Champion.
62e37ce6-ceca-4f3a-aa3a-b3f14c0ccdde,proj_0050,3,1,67.689,59.5251,0.9995,66.5904,1,1.0,3,3,0.2596,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 67.7). Matched 3/3 required skills (100%). high text similarity (0.26). Segment: Emerging Generalist Builder.
eceb9a38-a02e-488b-8056-dfe93cb6e122,proj_0050,4,1,67.154,59.815,0.9995,50.7099,1,1.0,3,3,0.2162,0,0.0,2,High Open-Source Contributor,Strong match (Score: 67.2). Matched 3/3 required skills (100%). high text similarity (0.22). Segment: High Open-Source Contributor.
43965359-ca1d-45cf-91a8-d082153130f9,proj_0050,5,6,59.1743,48.4607,0.9995,38.8606,1,0.6667,2,3,0.2092,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.2). Matched 2/3 required skills (67%). high text similarity (0.21). Segment: Applied Project Specialist.
5cab9df0-fce9-4f96-b7d4-77b04d8ef79a,proj_0050,6,8,57.119,43.9262,0.9995,40.9299,1,0.6667,2,3,0.1931,0,0.0,1,Hackathon Champion,Strong match (Score: 57.1). Matched 2/3 required skills (67%). high text similarity (0.19). Segment: Hackathon Champion.
ae1edce1-d966-42e3-8c89-aef9b00864d3,proj_0050,7,6,57.0477,43.8531,0.9995,46.5324,1,0.6667,2,3,0.1903,0,0.0,2,High Open-Source Contributor,Strong match (Score: 57.0). Matched 2/3 required skills (67%). high text similarity (0.19). Segment: High Open-Source Contributor.
8995f629-3c40-4be3-af08-55a1ef05567b,proj_0050,8,5,55.4034,41.5385,0.9995,35.2029,1,0.6667,2,3,0.1424,0,0.0,2,High Open-Source Contributor,Strong match (Score: 55.4). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
0e5fe7e2-af95-46e2-bf8f-a08bcb198d14,proj_0050,9,2,54.0618,39.9096,0.9994,36.4618,1,0.6667,2,3,0.0966,0,0.0,0,Applied Project Specialist,Strong match (Score: 54.1). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
47989dab-8699-407f-953a-0ee7d288cd51,proj_0050,10,15,46.3478,27.9732,0.9942,32.199,1,0.3333,1,3,0.1333,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 46.3). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
261a2b64-84c8-4f62-aab8-f89183729d9f,proj_0051,1,2,59.5257,49.1892,0.9995,47.5989,1,0.6667,2,3,0.2132,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.5). Matched 2/3 required skills (67%). high text similarity (0.21). Segment: Applied Project Specialist.
62896dac-f806-44b9-bcb9-4a4df88ecc09,proj_0051,2,7,59.494,48.5513,0.9995,50.364,1,0.6667,2,3,0.2281,0,0.0,0,Applied Project Specialist,Strong match (Score: 59.5). Matched 2/3 required skills (67%). high text similarity (0.23). Segment: Applied Project Specialist.
1458b5a8-ec14-4f63-b9f8-f205cef99d3a,proj_0051,3,4,57.7922,46.1867,0.9995,44.374,1,0.6667,2,3,0.1777,0,0.0,0,Applied Project Specialist,Strong match (Score: 57.8). Matched 2/3 required skills (67%). high text similarity (0.18). Segment: Applied Project Specialist.
b94dbd3e-01cf-41d6-986f-f35a63a849a8,proj_0051,4,5,56.4243,42.812,0.9995,40.7881,1,0.6667,2,3,0.1765,0,0.0,2,High Open-Source Contributor,Strong match (Score: 56.4). Matched 2/3 required skills (67%). high text similarity (0.18). Segment: High Open-Source Contributor.
43965359-ca1d-45cf-91a8-d082153130f9,proj_0051,5,9,55.0912,42.0704,0.9995,48.5894,1,0.6667,2,3,0.1074,0,0.0,0,Applied Project Specialist,Strong match (Score: 55.1). Matched 2/3 required skills (67%). Segment: Applied Project Specialist.
eceb9a38-a02e-488b-8056-dfe93cb6e122,proj_0051,6,13,53.5547,38.9006,0.9993,38.4315,1,0.6667,2,3,0.0899,0,0.0,2,High Open-Source Contributor,Strong match (Score: 53.6). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
595e0130-e17f-413e-b188-78166328de09,proj_0051,7,10,52.0532,36.1779,0.9994,36.6609,1,0.6667,2,3,0.0622,0,0.0,2,High Open-Source Contributor,Strong match (Score: 52.1). Matched 2/3 required skills (67%). Segment: High Open-Source Contributor.
8e6faa10-2480-4c61-97e1-c320efa565fd,proj_0051,8,6,50.2709,32.2085,0.9977,41.0867,1,0.3333,1,3,0.2749,0,0.0,3,Emerging Generalist Builder,Strong match (Score: 50.3). Matched 1/3 required skills (33%). high text similarity (0.27). Segment: Emerging Generalist Builder.
e1d8cfae-372f-4a25-b650-e90bcb367e87,proj_0051,9,23,46.3625,27.6424,0.9953,31.1656,1,0.3333,1,3,0.1409,0,0.0,2,High Open-Source Contributor,Moderate match (Score: 46.4). Matched 1/3 required skills (33%). Segment: High Open-Source Contributor.
