student_id,skills,skill_count
ec48f2c8-387a-4ec0-b06c-7fc1298bf283,"[""AgriTech"", ""AutoCAD"", ""Drone Mapping"", ""Git"", ""Hydrology"", ""IoT Sensors"", ""Python"", ""Remote Sensing"", ""Soil Mechanics""]",9
a7773a57-50bc-47d6-8134-aaf0c5d7ebf2,"[""Agile/Scrum"", ""Business Strategy"", ""Data Analytics"", ""Financial Modeling"", ""Market Research"", ""Pitching"", ""Presentation"", ""Product Management"", ""Strategic Planning"", ""Team Leadership""]",10
a1b22b09-722b-4f62-beec-d3e19dbb8026,"[""ANSYS"", ""AutoCAD"", ""CATIA"", ""CFD"", ""Electric Drive Systems"", ""MATLAB"", ""Rapid Prototyping"", ""Team Leadership"", ""Thermodynamics"", ""Vehicle Dynamics""]",10
97f73fec-5bfb-4202-afdc-2b2e1ddf4d87,"[""Bioprocess Engineering"", ""Biostatistics"", ""CRISPR Design"", ""Data Analysis"", ""Microbiology"", ""Molecular Biology"", ""PyMOL"", ""Python"", ""R"", ""Rapid Prototyping""]",10
c9eb73ea-d077-44ec-b88c-690272b8f0e7,"[""DCS"", ""Instrumentation"", ""PLC"", ""Problem Solving"", ""Rapid Prototyping"", ""Sensors""]",6
63d56c69-55e3-4528-b118-8b57a258f729,"[""OpenCV"", ""Problem Solving"", ""PyTorch"", ""R"", ""Rapid Prototyping"", ""TensorFlow"", ""Vector Embeddings""]",7
1ad0e42d-8a29-459b-9e16-ebe914a2f14c,"[""Autonomous Navigation"", ""C++"", ""Gazebo"", ""Motion Planning"", ""OpenCV"", ""Problem Solving"", ""Python"", ""ROS"", ""Rapid Prototyping"", ""Robotics Kinematics"", ""SLAM""]",11
efa39902-d69e-44f9-aad9-c9c79d10edf5,"[""Agile/Scrum"", ""Data Analytics"", ""Market Research"", ""Pitching"", ""Problem Solving"", ""Rapid Prototyping"", ""Strategic Planning"", ""Team Leadership""]",8
29a70b35-707c-484f-8bb5-8b215d6ebcd4,"[""AgriTech"", ""Drone Mapping"", ""GIS"", ""Hydrology"", ""IoT Sensors"", ""Precision Agriculture"", ""Problem Solving"", ""Python"", ""Remote Sensing"", ""Soil Mechanics"", ""Team Leadership""]",11
6bd9ad33-a59a-410c-b027-98aa5712fb14,"[""Bioinformatics"", ""Bioprocess Engineering"", ""Biostatistics"", ""CRISPR Design"", ""Molecular Biology"", ""Presentation"", ""PyMOL""]",7
294e0a46-ef83-4845-864a-795ff0f17103,"[""Chemical Safety"", ""Heat Transfer"", ""MATLAB"", ""Polymer Chemistry"", ""Presentation"", ""Process Control"", ""Rapid Prototyping""]",7
a660ca84-0849-42e6-9324-a286f016aa5b,"[""DCS"", ""Embedded Systems"", ""MATLAB"", ""Presentation"", ""Process Control""]",5
2b6fad95-0e6a-43b5-9410-74653a40193b,"[""Burp Suite"", ""Communication"", ""Cryptography"", ""Git"", ""Linux"", ""OWASP"", ""SOC Analysis"", ""Wireshark""]",8
2ed25303-dfc6-477c-8281-739a98dc9cd9,"[""Biomedical Signal Processing"", ""DICOM"", ""LabVIEW"", ""Medical Imaging"", ""Presentation"", ""Rapid Prototyping""]",6
0decaf73-52c9-42b3-86a1-ab4cceda8b82,"[""ANSYS"", ""CATIA"", ""Flight Mechanics"", ""MATLAB"", ""Rapid Prototyping""]",5
08d4043d-ffc3-492c-bacb-0a1005e4a1de,"[""Agile/Scrum"", ""Market Research"", ""Pitching"", ""Presentation"", ""Problem Solving"", ""Strategic Planning"", ""Team Leadership""]",7
6c330b26-96e7-4e06-adf2-825da3cf559f,"[""AgriTech"", ""Communication"", ""Drone Mapping"", ""GIS"", ""Hydrology"", ""IoT Sensors"", ""Precision Agriculture"", ""Python"", ""Rapid Prototyping"", ""Remote Sensing"", ""Soil Mechanics""]",11
47989dab-8699-407f-953a-0ee7d288cd51,"[""Geotechnical Engineering"", ""Git"", ""Hydrology"", ""Revit"", ""Structural Analysis""]",5
4c7158f5-0178-4764-91e9-206adc1abe4b,"[""Arduino"", ""Git"", ""Instrumentation"", ""PLC"", ""Process Control""]",5
0e6862eb-7450-4e86-a8fb-ac8b06fd7d2b,"[""Arduino"", ""IoT"", ""MATLAB"", ""PCB Design"", ""Problem Solving"", ""RF Design"", ""STM32"", ""Verilog""]",8
fef4172a-9569-4d0a-b190-34fb043e7c40,"[""Burp Suite"", ""Cryptography"", ""Ethical Hacking"", ""Metasploit"", ""Network Security"", ""OWASP"", ""Penetration Testing"", ""SOC Analysis"", ""Team Leadership"", ""Wireshark""]",10
ce451e53-7a3e-478e-827e-ca40c205a0e3,"[""Drone Mapping"", ""GIS"", ""Git"", ""Hydrology"", ""Remote Sensing"", ""Soil Mechanics"", ""Team Leadership""]",7
0c20e0a5-30d5-4525-a0ae-81b220872998,"[""Arena Simulation"", ""Ergonomics"", ""Lean Manufacturing"", ""Operations Research"", ""Presentation"", ""Python"", ""Six Sigma"", ""Supply Chain"", ""Team Leadership""]",9
7eae055b-58e7-4ccf-b97e-b3d17f153640,"[""Arduino"", ""Communication"", ""Control Systems"", ""Power Electronics"", ""Proteus"", ""Rapid Prototyping"", ""SCADA"", ""Simulink""]",8
ea4753a7-445e-4faa-88bd-cf82789bca37,"[""Firebase"", ""Networking"", ""Presentation"", ""Problem Solving"", ""REST API"", ""React"", ""Tailwind CSS""]",7
fe911f5a-e48a-4d6e-b234-3da83a349930,"[""Cloud Computing"", ""Software Engineering"", ""Spring Boot"", ""Team Leadership"", ""Web Development""]",5
7465b2ff-ad02-4e92-a603-cc3d842cfced,"[""Arena Simulation"", ""Communication"", ""Ergonomics"", ""Git"", ""SQL"", ""Tableau""]",6
4ab5a38a-79d5-4b12-8437-9bfe42044454,"[""Biostatistics"", ""Data Analysis"", ""Genomics"", ""Microbiology"", ""Molecular Biology"", ""Presentation""]",6
03e9d033-81a7-4e41-826e-0f695e2ea75b,"[""Arduino"", ""C++"", ""Communication"", ""MATLAB"", ""Presentation"", ""RF Design"", ""Signal Processing"", ""VHDL"", ""VLSI"", ""Verilog""]",10
4cf65dd2-ee7a-4220-9174-7b844f8fcf41,"[""Communication"", ""Cryptography"", ""Ethical Hacking"", ""Linux"", ""Metasploit"", ""OWASP"", ""Penetration Testing"", ""SOC Analysis"", ""Wireshark""]",9
6af6d70b-45e8-410c-89cf-1c8fa4574c85,"[""ASPEN Plus"", ""Chemical Safety"", ""Communication"", ""Fluid Mechanics"", ""Heat Transfer"", ""Polymer Chemistry"", ""Process Control"", ""Reaction Engineering""]",8
c025d911-ca47-4671-903f-1caffc764350,"[""Motion Planning"", ""Problem Solving"", ""Robotics Kinematics"", ""SLAM"", ""Sensor Fusion""]",5
72848f00-32d0-4c87-a52e-9346570c5189,"[""Microcontrollers"", ""PCB Design"", ""PLC"", ""Presentation"", ""Python"", ""ROS"", ""Rapid Prototyping"", ""Sensors"", ""SolidWorks""]",9
96ebb060-cb7a-48bc-b2e3-6af9fc20d345,"[""CAD Fashion"", ""CLO 3D"", ""Fashion Analytics"", ""Merchandising"", ""Pattern Making"", ""Problem Solving""]",6
cf1e539f-ead8-4a9f-9648-f90c9abbaa41,"[""C++"", ""Control Theory"", ""Hydraulics"", ""Microcontrollers"", ""PCB Design"", ""PLC"", ""Pneumatics"", ""Problem Solving"", ""ROS2"", ""SolidWorks""]",10
4840528d-44a9-4c59-b980-d62a7738dead,"[""Aerodynamics"", ""CFD"", ""Flight Mechanics"", ""Orbital Mechanics"", ""Presentation"", ""Problem Solving""]",6
7920e9ba-5787-4e49-814d-3a6830d89f66,"[""Feature Engineering"", ""Pandas"", ""Problem Solving"", ""Prompt Engineering"", ""Python"", ""R"", ""Scikit-Learn"", ""TensorFlow""]",8
f20141f3-3ec6-4d75-aab3-43d409ef72d5,"[""Docker"", ""Git"", ""HTML/CSS"", ""MongoDB"", ""MySQL"", ""Problem Solving"", ""Vue.js""]",7
fb226637-2562-4854-b14a-c221fc1c16f5,"[""Arena Simulation"", ""Communication"", ""Ergonomics"", ""Lean Manufacturing"", ""Operations Research"", ""Presentation"", ""Process Optimization"", ""Python"", ""SQL"", ""Six Sigma"", ""Supply Chain""]",11
f7b70b73-2af4-4692-a81e-e6701cc777f8,"[""Bioinformatics"", ""Bioprocess Engineering"", ""Biostatistics"", ""Data Analysis"", ""Genomics"", ""Git"", ""Microbiology"", ""Molecular Biology"", ""PyMOL"", ""Team Leadership""]",10
58789ed6-e1bc-4d0d-b96e-2f56072b273f,"[""ASPEN Plus"", ""CHEMCAD"", ""Chemical Safety"", ""Mass Transfer"", ""Polymer Chemistry"", ""Process Control"", ""Rapid Prototyping""]",7
2051f1b1-c94b-48cd-b22b-3b109fa0bc9a,"[""3D Printing"", ""AutoCAD"", ""Fusion 360"", ""Presentation"", ""Rapid Prototyping"", ""Thermodynamics""]",6
ab16a8ed-a23b-48a9-a4f1-6dbf237e9f9b,"[""Bioprocess Engineering"", ""Biostatistics"", ""Molecular Biology"", ""Python"", ""Rapid Prototyping"", ""Team Leadership""]",6
5fac1111-acb9-4ca4-aef3-3570b9713ec1,"[""Cybersecurity"", ""DevOps"", ""Docker"", ""HTML/CSS"", ""JavaScript"", ""Node.js"", ""Presentation"", ""Python"", ""REST API"", ""Rapid Prototyping""]",10
382513f3-1f6e-46a2-bd96-deed53e75a83,"[""AutoCAD"", ""CATIA"", ""CFD"", ""FEA"", ""GD&T"", ""Git""]",6
bd1afdfb-8481-4dec-afac-ef902e110152,"[""ASPEN Plus"", ""CHEMCAD"", ""Chemical Safety"", ""Fluid Mechanics"", ""Heat Transfer"", ""Mass Transfer"", ""Polymer Chemistry"", ""Presentation"", ""Problem Solving"", ""Process Control"", ""Reaction Engineering""]",11
b39b7e89-5127-4811-914d-ab307bcb6379,"[""ANSYS"", ""CATIA"", ""CFD"", ""Flight Mechanics"", ""OpenFOAM"", ""Orbital Mechanics"", ""Propulsion Systems"", ""Rapid Prototyping"", ""SolidWorks""]",9
11b8d863-7acf-442d-bcc7-a0b1f0a62bd3,"[""Arena Simulation"", ""Git"", ""Problem Solving"", ""Python"", ""Six Sigma"", ""Supply Chain"", ""Tableau""]",7
49d37776-22f9-4efe-8ffc-2b6f76e8f19c,"[""AutoCAD"", ""Communication"", ""Drone Mapping"", ""Hydrology"", ""Presentation"", ""Soil Mechanics""]",6
c9831642-b32a-482c-8fe5-23aa771dc05a,"[""AWS"", ""Cloud Computing"", ""DevOps"", ""Git"", ""Networking"", ""Python"", ""Rapid Prototyping"", ""Tailwind CSS"", ""Vue.js""]",9
69079a57-0cef-4caa-8291-7f48b2a1ede0,"[""Database Administration"", ""MySQL"", ""Presentation"", ""Python"", ""React"", ""Software Engineering"", ""Spring Boot"", ""Team Leadership""]",8
c832156b-9640-4fc0-bdab-bf9bf717d549,"[""Business Strategy"", ""Data Analytics"", ""Financial Modeling"", ""Git"", ""Market Research"", ""Pitching"", ""Product Management"", ""Strategic Planning"", ""Team Leadership""]",9
5be666bd-5141-4449-8892-1e2a361b2e84,"[""Business Strategy"", ""Data Analytics"", ""Financial Modeling"", ""Market Research"", ""Pitching"", ""Product Management"", ""Rapid Prototyping"", ""Strategic Planning"", ""Team Leadership""]",9
9cd942b8-00f7-495c-9c10-d6c9e2b36f57,"[""Arduino"", ""Communication"", ""Embedded Systems"", ""Instrumentation"", ""LabVIEW"", ""MATLAB"", ""PLC"", ""Process Control"", ""SCADA"", ""Sensors""]",10
345ab973-cb26-4074-b96f-6db8f8e892c3,"[""Communication"", ""Deep Learning"", ""Generative AI"", ""HuggingFace"", ""Keras"", ""NLP"", ""Problem Solving"", ""Python"", ""RAG"", ""Transformer Models""]",10
b2b9f627-8889-463c-82ff-a50141a94031,"[""Android"", ""Cloud Computing"", ""Communication"", ""Database Administration"", ""Java"", ""MySQL"", ""React"", ""Software Engineering"", ""Spring Boot"", ""Web Development""]",10
25809a2e-3393-426e-a9de-de07ad084080,"[""MLOps"", ""Pandas"", ""Presentation"", ""Rapid Prototyping"", ""SQL"", ""TensorFlow""]",6
b40d6b8e-760e-4dd4-9ba6-8fbc4b81f9ab,"[""Bioinformatics"", ""CRISPR Design"", ""Genomics"", ""Microbiology"", ""R"", ""Team Leadership""]",6
d052c5f3-b891-454a-84df-4065759115f4,"[""Communication"", ""Cryptography"", ""Ethical Hacking"", ""Linux"", ""Metasploit"", ""Network Security"", ""Penetration Testing"", ""Team Leadership"", ""Wireshark""]",9
753d8230-daf5-4396-9960-a7410277fe37,"[""Ergonomics"", ""Lean Manufacturing"", ""Operations Research"", ""Process Optimization"", ""Rapid Prototyping"", ""SQL"", ""Supply Chain""]",7
4249c069-1499-4bb4-a274-9589707c4ae3,"[""ASPEN Plus"", ""Chemical Safety"", ""Fluid Mechanics"", ""Git"", ""Mass Transfer"", ""Polymer Chemistry"", ""Presentation"", ""Process Control"", ""Reaction Engineering""]",9
2307d6c1-e503-4021-b867-985d5bdef21c,"[""Arduino"", ""Control Systems"", ""ETAP"", ""Git"", ""IoT Sensors"", ""LabVIEW"", ""Microcontrollers"", ""Power Electronics"", ""SCADA"", ""Simulink"", ""Team Leadership""]",11
8fb8eaf8-4080-46bb-b74e-1242acd68205,"[""ETAP"", ""LabVIEW"", ""MATLAB"", ""Microcontrollers"", ""Power Systems"", ""Proteus"", ""Rapid Prototyping"", ""SCADA"", ""Simulink"", ""Team Leadership""]",10
a483616c-ea51-4637-8408-10f68d7edbd4,"[""3D Printing"", ""AutoCAD"", ""CNC Programming"", ""Fluid Mechanics"", ""Fusion 360"", ""MATLAB"", ""Presentation"", ""SolidWorks"", ""Team Leadership"", ""Thermodynamics""]",10
d0055477-7c39-4e7f-825f-830145a39bcf,"[""C++"", ""Hydraulics"", ""PLC"", ""Pneumatics"", ""Problem Solving"", ""Team Leadership""]",6
6d5dbc88-26f2-437d-a615-0271948bfefd,"[""Data Visualization"", ""Git"", ""Hadoop"", ""Power BI"", ""Presentation"", ""R"", ""Spark""]",7
375f70ab-cece-48f6-a17c-d18f2d3fca7a,"[""ANSYS"", ""CFD"", ""Orbital Mechanics"", ""Presentation"", ""Propulsion Systems""]",5
f4ba3a88-533b-438e-8ace-e729250c8304,"[""Cybersecurity"", ""DevOps"", ""Express.js"", ""Git"", ""HTML/CSS"", ""MySQL"", ""Python"", ""REST API"", ""React"", ""Team Leadership"", ""Vue.js""]",11
a8a41195-09bf-4827-8e15-3c311e65a5a4,"[""Deep Learning"", ""Git"", ""MLOps"", ""Power BI"", ""Prompt Engineering"", ""Rapid Prototyping""]",6
ddd531e1-0440-48ae-800a-f20c41af69f6,"[""Aerodynamics"", ""CFD"", ""OpenFOAM"", ""Orbital Mechanics"", ""Rapid Prototyping"", ""SolidWorks""]",6
1cff6ddb-077c-49a3-b9b1-c7cdad5c5a66,"[""C++"", ""Kinematics"", ""Microcontrollers"", ""PLC"", ""Pneumatics"", ""ROS"", ""Rapid Prototyping"", ""Sensors"", ""SolidWorks"", ""Team Leadership""]",10
3c6e4855-a064-45ef-9ba1-692a2a1c9770,"[""Arduino"", ""Bioinstrumentation"", ""Biomedical Signal Processing"", ""DICOM"", ""LabVIEW"", ""MATLAB"", ""Medical AI"", ""Medical Imaging"", ""Presentation"", ""Sensor Design""]",10
aea35633-2c28-4426-97f5-9cc483a2646b,"[""Ethical Hacking"", ""Metasploit"", ""Presentation"", ""Problem Solving"", ""Python"", ""Wireshark""]",6
6dda9196-0380-414d-9235-c10e43fb414e,"[""3ds Max"", ""AutoCAD"", ""BIM"", ""Communication"", ""Grasshopper"", ""Lumion"", ""Presentation"", ""Revit"", ""Rhino"", ""Sustainable Design"", ""Urban Planning""]",11
cccfb865-01b3-442e-b740-e0b81f505d2a,"[""Computer Vision"", ""Deep Learning"", ""Generative AI"", ""Git"", ""HuggingFace"", ""Prompt Engineering"", ""PyTorch"", ""Python"", ""Team Leadership""]",9
03475a14-2a18-4b0b-93f5-ee3f95eb5625,"[""Arduino"", ""C++"", ""Hydraulics"", ""Kinematics"", ""Microcontrollers"", ""PLC"", ""Pneumatics"", ""Problem Solving"", ""Sensors"", ""SolidWorks""]",10
8157aedf-3cb8-41e6-acac-ca31f4256129,"[""Biomedical Signal Processing"", ""Medical AI"", ""Medical Imaging"", ""Rapid Prototyping"", ""Sensor Design"", ""SolidWorks"", ""Team Leadership""]",7
3379e8e7-6522-45ad-8b4b-c42d65e752d1,"[""Communication"", ""Pandas"", ""Power BI"", ""Prompt Engineering"", ""SQL"", ""Scikit-Learn"", ""Team Leadership"", ""Vector Embeddings""]",8
9ae589e7-8191-4300-a84f-0a6aad97c42a,"[""ANSYS"", ""Aerodynamics"", ""CATIA"", ""CFD"", ""Flight Mechanics"", ""MATLAB"", ""OpenFOAM"", ""Orbital Mechanics"", ""Presentation"", ""SolidWorks"", ""Team Leadership""]",11
1f9bd25e-d55e-432f-906d-be2832e0475f,"[""Android"", ""Cloud Computing"", ""Java"", ""Problem Solving"", ""Python"", ""React"", ""Software Engineering"", ""Spring Boot"", ""Web Development""]",9
c3febd84-97be-4ed0-9a7b-3c274724031a,"[""AutoCAD"", ""Communication"", ""GIS"", ""Geotechnical Engineering"", ""Structural Analysis""]",5
46a01596-9eb8-4790-9e04-ba845207e836,"[""Arduino"", ""DCS"", ""Embedded Systems"", ""Instrumentation"", ""MATLAB"", ""Problem Solving"", ""Process Control"", ""SCADA"", ""Sensors""]",9
4255926b-5147-4f6a-8eed-9479ec273f86,"[""Biomedical Signal Processing"", ""DICOM"", ""Medical AI"", ""SolidWorks"", ""Team Leadership""]",5
dfc2ebc8-5500-4b50-82be-d77462e965ee,"[""3ds Max"", ""AutoCAD"", ""BIM"", ""Communication"", ""Grasshopper"", ""Lumion"", ""SketchUp"", ""Sustainable Design"", ""Urban Planning""]",9
1a936a97-805b-4cee-9aec-926daf068aae,"[""Arena Simulation"", ""Communication"", ""Ergonomics"", ""Presentation"", ""Process Optimization"", ""Python"", ""SQL"", ""Six Sigma"", ""Supply Chain"", ""Tableau""]",10
a6cacd0c-eb5c-486a-a0d1-251027a2b59b,"[""Arduino"", ""Communication"", ""ESP32"", ""KiCAD"", ""MATLAB"", ""STM32"", ""Signal Processing"", ""Verilog""]",8
1dcf8fd7-0579-4c7d-b867-2e6bdb73e5eb,"[""ANSYS"", ""CATIA"", ""Communication"", ""Electric Drive Systems"", ""MATLAB"", ""SolidWorks"", ""Thermodynamics"", ""Vehicle Dynamics""]",8
9bcd80ff-d980-4c47-8d24-7aefd1f1c6d6,"[""ANSYS"", ""AutoCAD"", ""CNC Programming"", ""Communication"", ""Fluid Mechanics"", ""GD&T"", ""Git"", ""MATLAB"", ""Rapid Prototyping"", ""SolidWorks"", ""Thermodynamics""]",11
8484aefb-b48a-4def-9957-9096f3e5b8dd,"[""AutoCAD"", ""AutoCAD Civil 3D"", ""BIM"", ""Geotechnical Engineering"", ""Git"", ""Primavera""]",6
a35e9631-e4eb-4557-a26b-6f2609559a9e,"[""Agile/Scrum"", ""Business Strategy"", ""Communication"", ""Data Analytics"", ""Financial Modeling"", ""Market Research"", ""Product Management"", ""Strategic Planning""]",8
6d281b14-0770-4794-8714-213a98a8e198,"[""Android"", ""Presentation"", ""Python"", ""React"", ""Software Engineering"", ""Spring Boot"", ""Web Development""]",7
121f5340-fe3c-4efd-b588-5f2655416124,"[""ANSYS"", ""AutoCAD"", ""CNC Programming"", ""FEA"", ""Fluid Mechanics"", ""GD&T"", ""MATLAB"", ""Presentation"", ""Rapid Prototyping""]",9
ab705e8f-b858-4065-affb-a97c46bc3581,"[""Git"", ""HuggingFace"", ""Keras"", ""Scikit-Learn"", ""Transformer Models""]",5
3b352acc-0fa8-4b83-9f14-78ace8ade551,"[""Communication"", ""Go"", ""GraphQL"", ""Linux"", ""Presentation"", ""Python"", ""Rust""]",7
df380874-aadc-4db9-bf1b-e42b838fb0f6,"[""Android"", ""Cloud Computing"", ""Database Administration"", ""Java"", ""MySQL"", ""Rapid Prototyping"", ""Spring Boot"", ""Team Leadership"", ""Web Development""]",9
ed3f2794-a992-4ce0-bd83-2a067fc1022e,"[""Agile/Scrum"", ""Data Analytics"", ""Pitching"", ""Rapid Prototyping"", ""Strategic Planning""]",5
98819017-823e-4fb9-8740-a987af1920e0,"[""Git"", ""GraphQL"", ""Linux"", ""Microservices"", ""Problem Solving"", ""Redis""]",6
65fb74d3-9211-4e75-a64c-e76a89893ccc,"[""DCS"", ""Embedded Systems"", ""Git"", ""Instrumentation"", ""MATLAB"", ""PLC"", ""Process Control"", ""SCADA""]",8
4740cd5d-ac02-4515-ac53-2040e26b69ba,"[""Cybersecurity"", ""Docker"", ""Git"", ""JavaScript"", ""MySQL"", ""Presentation"", ""Python"", ""REST API"", ""Tailwind CSS"", ""Vue.js""]",10
4f42d475-c776-472f-a67f-3721710ad8fa,"[""Android"", ""Cloud Computing"", ""Communication"", ""Database Administration"", ""Java"", ""MySQL"", ""Python"", ""Software Engineering"", ""Spring Boot""]",9
e431f3da-f600-4d0f-ba76-86bf19ae9a0d,"[""HuggingFace"", ""NLP"", ""Python"", ""Scikit-Learn"", ""Team Leadership"", ""TensorFlow""]",6
360fc955-3175-4c3d-9b68-b9c3dc856b80,"[""C++"", ""Hydraulics"", ""Kinematics"", ""Microcontrollers"", ""PCB Design"", ""PLC"", ""ROS"", ""ROS2"", ""SolidWorks"", ""Team Leadership""]",10
d959640c-36fa-40d3-9f9a-7f94c52bddb7,"[""Feature Engineering"", ""NumPy"", ""Power BI"", ""Presentation"", ""SQL"", ""Vector Embeddings""]",6
c3b38c11-0bcb-49fb-91ff-75f472399a74,"[""Communication"", ""Docker"", ""Git"", ""Go"", ""GraphQL"", ""Redis""]",6
7ca1631a-6a33-4d50-b7c4-1812a5884003,"[""Agile/Scrum"", ""Business Strategy"", ""Data Analytics"", ""Git"", ""Market Research"", ""Pitching"", ""Problem Solving"", ""Product Management"", ""Strategic Planning"", ""Team Leadership""]",10
3c7d4f2c-e091-420f-812c-b1f63fa6cc28,"[""Communication"", ""ESP32"", ""FPGA"", ""Git"", ""IoT"", ""LabVIEW"", ""MATLAB"", ""RF Design"", ""Signal Processing"", ""Verilog""]",10
11cb9f36-3aa0-45ce-b350-da69f16b4894,"[""Heat Transfer"", ""MATLAB"", ""Presentation"", ""Process Control"", ""Rapid Prototyping"", ""Reaction Engineering""]",6
10736425-57d9-44fa-9944-ecb1440f16cc,"[""Adobe Illustrator"", ""CLO 3D"", ""Git"", ""Merchandising"", ""Pattern Making"", ""Team Leadership""]",6
a79e2fc6-d588-48d8-aacc-30ae69842200,"[""Deep Learning"", ""Prompt Engineering"", ""PyTorch"", ""Rapid Prototyping"", ""SQL"", ""TensorFlow"", ""Vector Embeddings""]",7
c5c58e75-ab1c-4fcb-9908-a0ebf6929c26,"[""Android"", ""Cloud Computing"", ""Database Administration"", ""Java"", ""Python"", ""React"", ""Software Engineering"", ""Spring Boot"", ""Team Leadership"", ""Web Development""]",10
aa8e0419-6869-4352-9957-c2ce19a4df19,"[""Cryptography"", ""Ethical Hacking"", ""Linux"", ""Metasploit"", ""Network Security"", ""OWASP"", ""Penetration Testing"", ""Python"", ""Rapid Prototyping"", ""Wireshark""]",10
bf71b5af-5a4f-4e44-ba7a-ca87d9f090ff,"[""Arena Simulation"", ""Git"", ""Operations Research"", ""Problem Solving"", ""Process Optimization"", ""Python"", ""SQL"", ""Tableau""]",8
ae3dcd6d-68be-4555-8891-2616eea6618b,"[""Big Data"", ""Communication"", ""Data Visualization"", ""Pandas"", ""Power BI"", ""Python"", ""R"", ""Rapid Prototyping"", ""SQL"", ""Spark"", ""Statistical Modeling""]",11
9544d1fd-71c1-42c2-9919-89bc5fc210bf,"[""Pandas"", ""Presentation"", ""Python"", ""R"", ""Vector Embeddings""]",5
501caa1d-90ea-4e3d-a62b-21d64b15838b,"[""ASPEN Plus"", ""CHEMCAD"", ""Chemical Safety"", ""Fluid Mechanics"", ""Heat Transfer"", ""Mass Transfer"", ""Presentation"", ""Process Control"", ""Team Leadership""]",9
f8ec485a-c1a7-4210-9311-e69a848199f8,"[""AgriTech"", ""AutoCAD"", ""Drone Mapping"", ""Git"", ""Hydrology"", ""Precision Agriculture"", ""Presentation"", ""Remote Sensing""]",8
d34a1614-05f3-4f9a-88bf-dc0bf2b5aca7,"[""Deep Learning"", ""Git"", ""Keras"", ""Presentation"", ""PyTorch"", ""Scikit-Learn"", ""TensorFlow""]",7
6c5a40d6-81b7-4c8c-8a43-28cbe9f7b6b1,"[""Arduino"", ""C++"", ""ESP32"", ""Embedded C"", ""FPGA"", ""MATLAB"", ""Problem Solving"", ""Signal Processing"", ""VHDL"", ""Verilog""]",10
60bb75a2-5063-493a-8b0d-af43bcb01f84,"[""Arduino"", ""Embedded Systems"", ""PLC"", ""Rapid Prototyping"", ""Sensors""]",5
c443afae-85b7-4769-9c9b-3aa42d2f9b49,"[""AgriTech"", ""AutoCAD"", ""Drone Mapping"", ""GIS"", ""Git"", ""Hydrology"", ""Precision Agriculture"", ""Presentation"", ""Python"", ""Remote Sensing"", ""Soil Mechanics""]",11
31923181-f583-4704-8bd5-7071757bb7b2,"[""Data Visualization"", ""Pandas"", ""Problem Solving"", ""R"", ""SQL"", ""Spark"", ""Statistical Modeling"", ""Tableau"", ""Team Leadership""]",9
dcb6a76d-24ae-4ddd-b286-849f0bc7b932,"[""Arduino"", ""Bioinstrumentation"", ""DICOM"", ""Git"", ""Medical AI"", ""Presentation"", ""SolidWorks""]",7
fd53b824-68d3-4bf7-b335-9690414454ca,"[""Communication"", ""Gazebo"", ""Motion Planning"", ""OpenCV"", ""ROS2"", ""Raspberry Pi"", ""Robotics Kinematics"", ""Sensor Fusion"", ""SolidWorks"", ""Team Leadership""]",10
15d763c8-c667-47dc-b0e4-4b655fcbea47,"[""Data Analysis"", ""NLP"", ""Power BI"", ""Presentation"", ""R"", ""SQL"", ""Scikit-Learn""]",7
dff336e8-f014-4b2f-8fc6-e0d658b2c6ee,"[""Generative AI"", ""LangChain"", ""NLP"", ""Prompt Engineering"", ""PyTorch"", ""RAG"", ""Rapid Prototyping"", ""Scikit-Learn"", ""Transformer Models"", ""Vector Databases""]",10
5c9edf70-b59e-4883-a7bb-83d28eedbee5,"[""Biomedical Signal Processing"", ""DICOM"", ""Git"", ""LabVIEW"", ""Medical AI"", ""Rapid Prototyping"", ""Sensor Design"", ""SolidWorks""]",8
017a104d-03fa-4f29-9982-6dda6a7f45c0,"[""Communication"", ""Control Systems"", ""LabVIEW"", ""MATLAB"", ""PLC"", ""Presentation"", ""Simulink""]",7
f2eaf3e8-b75a-47bc-9b11-9b7cd993df87,"[""Arduino"", ""Communication"", ""FPGA"", ""KiCAD"", ""LabVIEW"", ""Problem Solving"", ""RF Design"", ""STM32"", ""Signal Processing"", ""VLSI""]",10
76a0650f-3ab3-46ef-a7bd-0757f8840278,"[""Control Theory"", ""Git"", ""Kinematics"", ""Pneumatics"", ""Sensors""]",5
0664ac18-e4b1-4687-a748-cf62f7e567f9,"[""Arduino"", ""DCS"", ""Embedded Systems"", ""Instrumentation"", ""LabVIEW"", ""MATLAB"", ""PLC"", ""Process Control"", ""SCADA"", ""Team Leadership""]",10
67a16551-d041-4a02-a244-08dfd022fb0c,"[""Communication"", ""Database Administration"", ""Java"", ""Problem Solving"", ""React"", ""Spring Boot""]",6
bd82c70c-8fc0-4f72-a2ed-52a22a50ea58,"[""AWS"", ""DevOps"", ""Firebase"", ""HTML/CSS"", ""JavaScript"", ""Presentation"", ""Tailwind CSS"", ""Vue.js""]",8
fba696b3-c8c2-4675-ba02-4061a30aef16,"[""CHEMCAD"", ""Fluid Mechanics"", ""Git"", ""Heat Transfer"", ""MATLAB"", ""Mass Transfer"", ""Reaction Engineering""]",7
